시도,시군구,업종,월구분,사업자수,매출액(원)
경상남도,산청군,데이터서비스업,당월,1062,5922979071
경상남도,산청군,도소매업,전월,700,6851232624
경상남도,산청군,도소매업,당월,688,6620078798
경상남도,산청군,디자인업,전월,834,2901480539
경상남도,산청군,디자인업,당월,837,2809789152
경상남도,산청군,물류창고업,전월,727,4745204616
경상남도,산청군,물류창고업,당월,733,4601189970
경상남도,산청군,미용업,전월,329,2810421703
경상남도,산청군,미용업,당월,333,2899876771
경상남도,산청군,법무·회계서비스업,전월,1442,16448164670
경상남도,산청군,법무·회계서비스업,당월,1463,17787978021
경상남도,산청군,병원·의원업,전월,44,716857345
경상남도,산청군,병원·의원업,당월,45,713339363
경상남도,산청군,보건업,전월,1633,25670886146
경상남도,산청군,보건업,당월,1608,24095012099
경상남도,산청군,보험업,전월,944,2761593304
경상남도,산청군,보험업,당월,933,2971778722
경상남도,산청군,부동산업,전월,191,1848872167
경상남도,산청군,부동산업,당월,191,1838980043
경상남도,산청군,사회복지서비스업,전월,595,10380903931
경상남도,산청군,사회복지서비스업,당월,603,10901892092
경상남도,산청군,서비스업,전월,1525,9280118140
경상남도,산청군,서비스업,당월,1509,9954166825
경상남도,산청군,세탁업,전월,944,6055936231
경상남도,산청군,세탁업,당월,945,6578811488
경상남도,산청군,소프트웨어개발업,전월,448,1560283778
경상남도,산청군,소프트웨어개발업,당월,452,1601011065
경상남도,산청군,수도·하수·폐기물처리업,전월,854,10627394875
경상남도,산청군,수도·하수·폐기물처리업,당월,843,11040319638
경상남도,산청군,숙박업,전월,425,5020326789
경상남도,산청군,숙박업,당월,430,5325339688
경상남도,산청군,식품제조업,전월,712,5600658754
경상남도,산청군,식품제조업,당월,699,5870252323
경상남도,산청군,약국업,전월,826,10141248663
경상남도,산청군,약국업,당월,815,10405639184
경상남도,산청군,어업,전월,1643,15039781499
경상남도,산청군,어업,당월,1672,15319903981
경상남도,산청군,여행업,전월,858,2751691026
경상남도,산청군,여행업,당월,858,2760029199
경상남도,산청군,연구개발업,전월,50,693160493
경상남도,산청군,연구개발업,당월,50,730381880
경상남도,산청군,영상·방송업,전월,898,14394655982
경상남도,산청군,영상·방송업,당월,890,14022132614
경상남도,산청군,예술·스포츠·여가서비스업,전월,1558,27811390445
경상남도,산청군,예술·스포츠·여가서비스업,당월,1581,29000415380
경상남도,산청군,온라인쇼핑업,전월,462,5202796637
경상남도,산청군,온라인쇼핑업,당월,466,5436490165
경상남도,산청군,운수업,전월,1619,20342867029
경상남도,산청군,운수업,당월,1619,21826407939
경상남도,산청군,음식점업,전월,1085,15518116096
경상남도,산청군,음식점업,당월,1090,14969448228
경상남도,산청군,임업,전월,1340,11796997801
경상남도,산청군,임업,당월,1331,11551538251
경상남도,산청군,자동차판매·정비업,전월,480,2030487962
경상남도,산청군,자동차판매·정비업,당월,472,2120291733
경상남도,산청군,전기·가스·증기·공급업,전월,670,10310527991
경상남도,산청군,전기·가스·증기·공급업,당월,663,11081603746
경상남도,산청군,전문서비스업,전월,1234,8763379689
경상남도,산청군,전문서비스업,당월,1238,8784504906
경상남도,산청군,정보통신업,전월,372,1658626726
경상남도,산청군,정보통신업,당월,374,1624532843
경상남도,산청군,제과·베이커리업,전월,581,2943587597
경상남도,산청군,제과·베이커리업,당월,580,2806507161
경상남도,산청군,제조업,전월,986,3438668243
경상남도,산청군,제조업,당월,987,3554953927
경상남도,산청군,출판업,전월,25,193370656
경상남도,산청군,출판업,당월,25,193578286
경상남도,산청군,커피전문점업,전월,1603,22538788574
경상남도,산청군,커피전문점업,당월,1595,22455727791
경상남도,산청군,패션·의류제조업,전월,638,11361848885
경상남도,산청군,패션·의류제조업,당월,642,11739322201
경상남도,산청군,편의점업,전월,928,5427706941
경상남도,산청군,편의점업,당월,933,5600468913
경상남도,산청군,학원업,전월,542,5305567820
경상남도,산청군,학원업,당월,543,5281975808
경상남도,산청군,헬스·피트니스업,전월,566,10111658286
경상남도,산청군,헬스·피트니스업,당월,576,11058981007
경상남도,산청군,화장품·뷰티업,전월,47,622500379
경상남도,산청군,화장품·뷰티업,당월,47,620252163
경상남도,양산시,가전제품유통업,전월,592,5370800369
경상남도,양산시,가전제품유통업,당월,581,5672259483
경상남도,양산시,건설업,전월,892,5059644798
경상남도,양산시,건설업,당월,876,4998432422
경상남도,양산시,경비·청소용역업,전월,164,2482025977
경상남도,양산시,경비·청소용역업,당월,164,2611368980
경상남도,양산시,광고업,전월,298,5001382181
경상남도,양산시,광고업,당월,293,5395629299
경상남도,양산시,광업,전월,520,4936717184
경상남도,양산시,광업,당월,519,5187957655
경상남도,양산시,교육서비스업,전월,764,8773075636
경상남도,양산시,교육서비스업,당월,763,8498555876
경상남도,양산시,금융업,전월,1634,27521474720
경상남도,양산시,금융업,당월,1614,29094782472
경상남도,양산시,노래연습장업,전월,1184,3265059833
경상남도,양산시,노래연습장업,당월,1180,3284049700
경상남도,양산시,농업,전월,1241,8414489166
경상남도,양산시,농업,당월,1225,8161041515
경상남도,양산시,데이터서비스업,전월,282,3829836905
경상남도,양산시,데이터서비스업,당월,285,4007143620
경상남도,양산시,도소매업,전월,524,6891678564
경상남도,양산시,도소매업,당월,524,7172084333
경상남도,양산시,디자인업,전월,776,4827565751
경상남도,양산시,디자인업,당월,764,5080805040
경상남도,양산시,물류창고업,전월,751,6865583245
경상남도,양산시,물류창고업,당월,754,7388680769
경상남도,양산시,미용업,전월,1470,19045608742
경상남도,양산시,미용업,당월,1485,19083088751
경상남도,양산시,법무·회계서비스업,전월,554,2578108178
경상남도,양산시,법무·회계서비스업,당월,562,2777696368
경상남도,양산시,병원·의원업,전월,458,7930237957
경상남도,양산시,병원·의원업,당월,456,8040988402
경상남도,양산시,보건업,전월,1745,23401582667
경상남도,양산시,보건업,당월,1779,22633495700
경상남도,양산시,보험업,전월,935,9820455364
경상남도,양산시,보험업,당월,934,10261149436
경상남도,양산시,부동산업,전월,1507,18024456069
경상남도,양산시,부동산업,당월,1504,17700172314
경상남도,양산시,사회복지서비스업,전월,1070,5824054402
경상남도,양산시,사회복지서비스업,당월,1062,6203760729
경상남도,양산시,서비스업,전월,706,11556688801
경상남도,양산시,서비스업,당월,703,12236114940
경상남도,양산시,세탁업,전월,1165,4970985013
경상남도,양산시,세탁업,당월,1153,5125467245
경상남도,양산시,소프트웨어개발업,전월,979,15910429393
경상남도,양산시,소프트웨어개발업,당월,985,15384035972
경상남도,양산시,수도·하수·폐기물처리업,전월,1310,17531625375
경상남도,양산시,수도·하수·폐기물처리업,당월,1304,17009154613
경상남도,양산시,숙박업,전월,409,5751800116
경상남도,양산시,숙박업,당월,407,6331920896
경상남도,양산시,식품제조업,전월,1774,31359091015
경상남도,양산시,식품제조업,당월,1756,29255845773
경상남도,양산시,약국업,전월,1393,10277194247
경상남도,양산시,약국업,당월,1386,10364105543
경상남도,양산시,어업,전월,1444,7950202826
경상남도,양산시,어업,당월,1451,8258273936
경상남도,양산시,여행업,전월,326,4100350634
경상남도,양산시,여행업,당월,328,4299166388
경상남도,양산시,연구개발업,전월,721,10136359726
경상남도,양산시,연구개발업,당월,725,10552209729
경상남도,양산시,영상·방송업,전월,256,1103127897
경상남도,양산시,영상·방송업,당월,259,1073179047
경상남도,양산시,예술·스포츠·여가서비스업,전월,425,3046891083
경상남도,양산시,예술·스포츠·여가서비스업,당월,431,3050388402
경상남도,양산시,온라인쇼핑업,전월,1076,10403832340
경상남도,양산시,온라인쇼핑업,당월,1064,10662074174
경상남도,양산시,운수업,전월,1734,27796736895
경상남도,양산시,운수업,당월,1749,27534018510
경상남도,양산시,음식점업,전월,1499,26428537302
경상남도,양산시,음식점업,당월,1502,26068060790
경상남도,양산시,임업,전월,1126,8209372638
경상남도,양산시,임업,당월,1132,7943901112
경상남도,양산시,자동차판매·정비업,전월,1424,10896462962
경상남도,양산시,자동차판매·정비업,당월,1431,11464687981
경상남도,양산시,전기·가스·증기·공급업,전월,768,7283559040
경상남도,양산시,전기·가스·증기·공급업,당월,776,7481993354
경상남도,양산시,전문서비스업,전월,697,12378798594
경상남도,양산시,전문서비스업,당월,704,12778737095
경상남도,양산시,정보통신업,전월,64,1085548009
경상남도,양산시,정보통신업,당월,63,1000498253
경상남도,양산시,제과·베이커리업,전월,665,8468053634
경상남도,양산시,제과·베이커리업,당월,659,8382257978
경상남도,양산시,제조업,전월,647,5564939548
경상남도,양산시,제조업,당월,654,5837693946
경상남도,양산시,출판업,전월,481,8648461142
경상남도,양산시,출판업,당월,488,9160556594
경상남도,양산시,커피전문점업,전월,132,1089861167
경상남도,양산시,커피전문점업,당월,135,1210833014
경상남도,양산시,패션·의류제조업,전월,569,7442243102
경상남도,양산시,패션·의류제조업,당월,573,7451357106
경상남도,양산시,편의점업,전월,1681,23446085564
경상남도,양산시,편의점업,당월,1678,23834025596
경상남도,양산시,학원업,전월,425,1037163010
경상남도,양산시,학원업,당월,429,1019181511
경상남도,양산시,헬스·피트니스업,전월,1412,4946049861
경상남도,양산시,헬스·피트니스업,당월,1434,4973032305
경상남도,양산시,화장품·뷰티업,전월,865,12434066517
경상남도,양산시,화장품·뷰티업,당월,869,13469288631
경상남도,진주시,가전제품유통업,전월,1021,4051250169
경상남도,진주시,가전제품유통업,당월,1015,4478158440
경상남도,진주시,건설업,전월,695,2548510721
경상남도,진주시,건설업,당월,686,2677739800
경상남도,진주시,경비·청소용역업,전월,671,5802285957
경상남도,진주시,경비·청소용역업,당월,659,5755382150
경상남도,진주시,광고업,전월,704,8502697962
경상남도,진주시,광고업,당월,707,9141257980
경상남도,진주시,광업,전월,1100,19310038057
경상남도,진주시,광업,당월,1113,18545720297
경상남도,진주시,교육서비스업,전월,264,1125980486
경상남도,진주시,교육서비스업,당월,268,1114836970
경상남도,진주시,금융업,전월,1148,14531220753
경상남도,진주시,금융업,당월,1129,14411695059
경상남도,진주시,노래연습장업,전월,1153,5666999420
경상남도,진주시,노래연습장업,당월,1172,5542628094
경상남도,진주시,농업,전월,67,799045750
경상남도,진주시,농업,당월,66,768450935
경상남도,진주시,데이터서비스업,전월,394,4686771743
경상남도,진주시,데이터서비스업,당월,394,4828094704
경상남도,진주시,도소매업,전월,1520,8557887547
경상남도,진주시,도소매업,당월,1491,9014554226
경상남도,진주시,디자인업,전월,1165,14287849725
경상남도,진주시,디자인업,당월,1144,13781343671
경상남도,진주시,물류창고업,전월,1270,16767198732
경상남도,진주시,물류창고업,당월,1266,17525802638
경상남도,진주시,미용업,전월,503,8943603905
경상남도,진주시,미용업,당월,500,8691541885
경상남도,진주시,법무·회계서비스업,전월,169,2180200435
경상남도,진주시,법무·회계서비스업,당월,168,2245402128
경상남도,진주시,병원·의원업,전월,268,3024510512
경상남도,진주시,병원·의원업,당월,269,3012258614
경상남도,진주시,보건업,전월,391,5019937435
경상남도,진주시,보건업,당월,395,4843384826
경상남도,진주시,보험업,전월,1170,8738915280
경상남도,진주시,보험업,당월,1157,9376538772
경상남도,진주시,부동산업,전월,1734,31057699238
경상남도,진주시,부동산업,당월,1754,32947875394
경상남도,진주시,사회복지서비스업,전월,498,8342827041
경상남도,진주시,사회복지서비스업,당월,489,8395763775
경상남도,진주시,서비스업,전월,1342,16899342537
경상남도,진주시,서비스업,당월,1365,17980343156
경상남도,진주시,세탁업,전월,214,3553755793
경상남도,진주시,세탁업,당월,210,3747023168
경상남도,진주시,소프트웨어개발업,전월,1510,17195070216
경상남도,진주시,소프트웨어개발업,당월,1513,17425011070
경상남도,진주시,수도·하수·폐기물처리업,전월,1709,14591852111
경상남도,진주시,수도·하수·폐기물처리업,당월,1676,14961200603
경상남도,진주시,숙박업,전월,1654,6353553724
경상남도,진주시,숙박업,당월,1629,6112484143
경상남도,진주시,식품제조업,전월,107,538467726
경상남도,진주시,식품제조업,당월,105,547729533
경상남도,진주시,약국업,전월,734,5103028456
경상남도,진주시,약국업,당월,726,5209971473
경상남도,진주시,어업,전월,1676,21662316086
경상남도,진주시,어업,당월,1661,21121798518
경상남도,진주시,여행업,전월,922,10115841992
경상남도,진주시,여행업,당월,908,10123189377
경상남도,진주시,연구개발업,전월,612,5642137073
경상남도,진주시,연구개발업,당월,615,6190364846
경상남도,진주시,영상·방송업,전월,828,11855971768
경상남도,진주시,영상·방송업,당월,822,11801757429
경상남도,진주시,예술·스포츠·여가서비스업,전월,1586,15413647559
경상남도,진주시,예술·스포츠·여가서비스업,당월,1602,15984415327
경상남도,진주시,온라인쇼핑업,전월,1372,20652086136
경상남도,진주시,온라인쇼핑업,당월,1388,20499744728
경상남도,진주시,운수업,전월,1661,15525325369
경상남도,진주시,운수업,당월,1631,14795736559
경상남도,진주시,음식점업,전월,121,1931072586
경상남도,진주시,음식점업,당월,121,1991071558
경상남도,진주시,임업,전월,1382,6646095621
경상남도,진주시,임업,당월,1395,6560397201
경상남도,진주시,자동차판매·정비업,전월,461,3289462495
경상남도,진주시,자동차판매·정비업,당월,470,3342377610
경상남도,진주시,전기·가스·증기·공급업,전월,341,3367259890
경상남도,진주시,전기·가스·증기·공급업,당월,339,3547387853
경상남도,진주시,전문서비스업,전월,1544,17790991447
경상남도,진주시,전문서비스업,당월,1573,17549880959
경상남도,진주시,정보통신업,전월,1351,15617261082
경상남도,진주시,정보통신업,당월,1378,17049589701
경상남도,진주시,제과·베이커리업,전월,145,984509055
경상남도,진주시,제과·베이커리업,당월,144,1014078913
경상남도,진주시,제조업,전월,911,3273169200
경상남도,진주시,제조업,당월,904,3171049974
경상남도,진주시,출판업,전월,1219,9706259534
경상남도,진주시,출판업,당월,1229,10316010312
경상남도,진주시,커피전문점업,전월,1507,12216158810
경상남도,진주시,커피전문점업,당월,1499,12871481554
경상남도,진주시,패션·의류제조업,전월,1272,10576589631
경상남도,진주시,패션·의류제조업,당월,1281,11530127423
경상남도,진주시,편의점업,전월,755,5989604666
경상남도,진주시,편의점업,당월,762,6517993922
경상남도,진주시,학원업,전월,1369,20678069224
경상남도,진주시,학원업,당월,1390,21434792311
경상남도,진주시,헬스·피트니스업,전월,511,6447700812
경상남도,진주시,헬스·피트니스업,당월,512,6873308623
경상남도,진주시,화장품·뷰티업,전월,695,2741349980
경상남도,진주시,화장품·뷰티업,당월,706,2851237839
경상남도,창녕군,가전제품유통업,전월,1373,23190431581
경상남도,창녕군,가전제품유통업,당월,1398,24669575537
경상남도,창녕군,건설업,전월,1018,16959196467
경상남도,창녕군,건설업,당월,999,18032600464
경상남도,창녕군,경비·청소용역업,전월,846,11813252742
경상남도,창녕군,경비·청소용역업,당월,854,11676466604
경상남도,창녕군,광고업,전월,713,5936984528
경상남도,창녕군,광고업,당월,718,5965100922
경상남도,창녕군,광업,전월,1111,17575691698
경상남도,창녕군,광업,당월,1106,17205933340
경상남도,창녕군,교육서비스업,전월,168,1582870918
경상남도,창녕군,교육서비스업,당월,166,1605238599
경상남도,창녕군,금융업,전월,1328,21516803065
경상남도,창녕군,금융업,당월,1305,21570497264
경상남도,창녕군,노래연습장업,전월,1549,6985677804
경상남도,창녕군,노래연습장업,당월,1567,6936433988
경상남도,창녕군,농업,전월,563,3225690601
경상남도,창녕군,농업,당월,569,3313047787
경상남도,창녕군,데이터서비스업,전월,234,4210779390
경상남도,창녕군,데이터서비스업,당월,238,4427173184
경상남도,창녕군,도소매업,전월,1129,18982528310
경상남도,창녕군,도소매업,당월,1150,18762116861
경상남도,창녕군,디자인업,전월,595,7968909118
경상남도,창녕군,디자인업,당월,596,7757503132
경상남도,창녕군,물류창고업,전월,887,4800946088
경상남도,창녕군,물류창고업,당월,878,4745428098
경상남도,창녕군,미용업,전월,810,3846421613
경상남도,창녕군,미용업,당월,796,3800945545
경상남도,창녕군,법무·회계서비스업,전월,1370,8224851245
경상남도,창녕군,법무·회계서비스업,당월,1344,8041530010
경상남도,창녕군,병원·의원업,전월,1740,5887803220
경상남도,창녕군,병원·의원업,당월,1735,5902451538
경상남도,창녕군,보건업,전월,80,469121358
경상남도,창녕군,보건업,당월,79,485241564
경상남도,창녕군,보험업,전월,275,1066910844
경상남도,창녕군,보험업,당월,270,1017295275
경상남도,창녕군,부동산업,전월,1201,17545327162
경상남도,창녕군,부동산업,당월,1200,17117403870
경상남도,창녕군,사회복지서비스업,전월,941,6756696051
경상남도,창녕군,사회복지서비스업,당월,946,6701598679
경상남도,창녕군,서비스업,전월,280,4207940985
경상남도,창녕군,서비스업,당월,280,4209516290
경상남도,창녕군,세탁업,전월,52,850452740
경상남도,창녕군,세탁업,당월,52,867744864
경상남도,창녕군,소프트웨어개발업,전월,1789,16088118460
경상남도,창녕군,소프트웨어개발업,당월,1786,16170769836
경상남도,창녕군,수도·하수·폐기물처리업,전월,68,1092102753
경상남도,창녕군,수도·하수·폐기물처리업,당월,68,1127487218
경상남도,창녕군,숙박업,전월,275,4720728574
경상남도,창녕군,숙박업,당월,278,4557418428
경상남도,창녕군,식품제조업,전월,1646,7229665215
경상남도,창녕군,식품제조업,당월,1660,7619229655
경상남도,창녕군,약국업,전월,1584,27396046155
경상남도,창녕군,약국업,당월,1572,28068519503
경상남도,창녕군,어업,전월,868,3409198031
경상남도,창녕군,어업,당월,880,3813082435
경상남도,창녕군,여행업,전월,1613,17570485838
경상남도,창녕군,여행업,당월,1622,18970812337
경상남도,창녕군,연구개발업,전월,238,1665477194
경상남도,창녕군,연구개발업,당월,234,1747362207
경상남도,창녕군,영상·방송업,전월,1332,16826840098
경상남도,창녕군,영상·방송업,당월,1320,18173248245
경상남도,창녕군,예술·스포츠·여가서비스업,전월,952,10955551851
경상남도,창녕군,예술·스포츠·여가서비스업,당월,950,10631712517
경상남도,창녕군,온라인쇼핑업,전월,528,5196671411
경상남도,창녕군,온라인쇼핑업,당월,535,5216305552
경상남도,창녕군,운수업,전월,269,708663794
경상남도,창녕군,운수업,당월,274,717779631
경상남도,창녕군,음식점업,전월,68,349398052
경상남도,창녕군,음식점업,당월,69,389667590
경상남도,창녕군,임업,전월,244,556155908
경상남도,창녕군,임업,당월,243,553630462
경상남도,창녕군,자동차판매·정비업,전월,875,3533300270
경상남도,창녕군,자동차판매·정비업,당월,891,3970520668
경상남도,창녕군,전기·가스·증기·공급업,전월,786,9552190779
경상남도,창녕군,전기·가스·증기·공급업,당월,783,9718286027
경상남도,창녕군,전문서비스업,전월,278,2201629639
경상남도,창녕군,전문서비스업,당월,278,2115653800
경상남도,창녕군,정보통신업,전월,1554,24411900450
경상남도,창녕군,정보통신업,당월,1572,24928004497
경상남도,창녕군,제과·베이커리업,전월,362,902106601
경상남도,창녕군,제과·베이커리업,당월,361,945369839
경상남도,창녕군,제조업,전월,1006,9315349908
경상남도,창녕군,제조업,당월,1025,8943709583
경상남도,창녕군,출판업,전월,628,3478271471
경상남도,창녕군,출판업,당월,634,3589643659
경상남도,창녕군,커피전문점업,전월,997,9141278398
경상남도,창녕군,커피전문점업,당월,995,9694823408
경상남도,창녕군,패션·의류제조업,전월,270,3131168861
경상남도,창녕군,패션·의류제조업,당월,274,3248191736
경상남도,창녕군,편의점업,전월,906,2083929082
경상남도,창녕군,편의점업,당월,923,2071813654
경상남도,창녕군,학원업,전월,439,6474685411
경상남도,창녕군,학원업,당월,445,6746370340
경상남도,창녕군,헬스·피트니스업,전월,1151,20446210875
경상남도,창녕군,헬스·피트니스업,당월,1167,20800676938
경상남도,창녕군,화장품·뷰티업,전월,136,2438918241
경상남도,창녕군,화장품·뷰티업,당월,135,2471829671
경상남도,창원시,가전제품유통업,전월,830,3057053943
경상남도,창원시,가전제품유통업,당월,831,3299429925
경상남도,창원시,건설업,전월,1333,10624592686
경상남도,창원시,건설업,당월,1360,11336242765
경상남도,창원시,경비·청소용역업,전월,1435,14434471529
경상남도,창원시,경비·청소용역업,당월,1408,14656746988
경상남도,창원시,광고업,전월,305,743918699
경상남도,창원시,광고업,당월,303,810441703
경상남도,창원시,광업,전월,427,1802384480
경상남도,창원시,광업,당월,433,1786280181
경상남도,창원시,교육서비스업,전월,992,2154831588
경상남도,창원시,교육서비스업,당월,996,2143569465
경상남도,창원시,금융업,전월,798,8153514575
경상남도,창원시,금융업,당월,788,8058372908
경상남도,창원시,노래연습장업,전월,661,2093315055
경상남도,창원시,노래연습장업,당월,654,2088928728
경상남도,창원시,농업,전월,697,3294565603
경상남도,창원시,농업,당월,707,3409368031
경상남도,창원시,데이터서비스업,전월,1222,6371088581
경상남도,창원시,데이터서비스업,당월,1208,6147294523
경상남도,창원시,도소매업,전월,833,7350792732
경상남도,창원시,도소매업,당월,838,8046310141
경상남도,창원시,디자인업,전월,1688,17339727363
경상남도,창원시,디자인업,당월,1675,18556999272
경상남도,창원시,물류창고업,전월,1690,29478189902
경상남도,창원시,물류창고업,당월,1685,31299482735
경상남도,창원시,미용업,전월,1181,14277104384
경상남도,창원시,미용업,당월,1170,15365165302
경상남도,창원시,법무·회계서비스업,전월,920,11000958273
경상남도,창원시,법무·회계서비스업,당월,917,11351371377
경상남도,창원시,병원·의원업,전월,575,8761822676
경상남도,창원시,병원·의원업,당월,585,8673818860
경상남도,창원시,보건업,전월,1010,12552678708
경상남도,창원시,보건업,당월,1005,12470622258
경상남도,창원시,보험업,전월,245,4304067017
경상남도,창원시,보험업,당월,240,4283585814
경상남도,창원시,부동산업,전월,1476,9809158246
경상남도,창원시,부동산업,당월,1468,9611404362
경상남도,창원시,사회복지서비스업,전월,612,7203468279
경상남도,창원시,사회복지서비스업,당월,616,7410342140
경상남도,창원시,서비스업,전월,448,3011183214
경상남도,창원시,서비스업,당월,441,2961924078
경상남도,창원시,세탁업,전월,482,4880237131
경상남도,창원시,세탁업,당월,486,5088694554
경상남도,창원시,소프트웨어개발업,전월,214,3844951935
경상남도,창원시,소프트웨어개발업,당월,216,4080194870
경상남도,창원시,수도·하수·폐기물처리업,전월,858,11296083934
경상남도,창원시,수도·하수·폐기물처리업,당월,841,11013477219
경상남도,창원시,숙박업,전월,674,8917610079
경상남도,창원시,숙박업,당월,672,9008753606
경상남도,창원시,식품제조업,전월,908,4443799604
경상남도,창원시,식품제조업,당월,896,4246772841
경상남도,창원시,약국업,전월,1240,7733926683
경상남도,창원시,약국업,당월,1228,8162346097
경상남도,창원시,어업,전월,1026,12302736195
경상남도,창원시,어업,당월,1031,13334001967
경상남도,창원시,여행업,전월,10,147409243
경상남도,창원시,여행업,당월,10,147554750
경상남도,창원시,연구개발업,전월,641,5385348192
경상남도,창원시,연구개발업,당월,643,5621854447
경상남도,창원시,영상·방송업,전월,505,6949731213
경상남도,창원시,영상·방송업,당월,498,7407876432
경상남도,창원시,예술·스포츠·여가서비스업,전월,563,5380914402
경상남도,창원시,예술·스포츠·여가서비스업,당월,567,5504417640
경상남도,창원시,온라인쇼핑업,전월,937,5907312574
경상남도,창원시,온라인쇼핑업,당월,944,6311610914
경상남도,창원시,운수업,전월,948,16799636421
경상남도,창원시,운수업,당월,951,16814695021
경상남도,창원시,음식점업,전월,1036,10869290649
경상남도,창원시,음식점업,당월,1053,11052205109
경상남도,창원시,임업,전월,1240,4980891948
경상남도,창원시,임업,당월,1250,5346937294
경상남도,창원시,자동차판매·정비업,전월,738,2043479520
경상남도,창원시,자동차판매·정비업,당월,725,2135855022
경상남도,창원시,전기·가스·증기·공급업,전월,1020,2412636255
경상남도,창원시,전기·가스·증기·공급업,당월,1028,2533911868
경상남도,창원시,전문서비스업,전월,73,822417357
경상남도,창원시,전문서비스업,당월,73,878497506
경상남도,창원시,정보통신업,전월,664,11915256216
경상남도,창원시,정보통신업,당월,670,11712911843
경상남도,창원시,제과·베이커리업,전월,557,3125643359
경상남도,창원시,제과·베이커리업,당월,553,3385007497
경상남도,창원시,제조업,전월,623,7040686565
경상남도,창원시,제조업,당월,618,7450923676
경상남도,창원시,출판업,전월,647,4991832348
경상남도,창원시,출판업,당월,654,4835988166
경상남도,창원시,커피전문점업,전월,236,1167935790
경상남도,창원시,커피전문점업,당월,234,1157664549
경상남도,창원시,패션·의류제조업,전월,1372,3104655316
경상남도,창원시,패션·의류제조업,당월,1360,3029507529
경상남도,창원시,편의점업,전월,450,4839804669
경상남도,창원시,편의점업,당월,447,5048562188
경상남도,창원시,학원업,전월,1060,16292787438
경상남도,창원시,학원업,당월,1056,17203208410
경상남도,창원시,헬스·피트니스업,전월,1530,12618742817
경상남도,창원시,헬스·피트니스업,당월,1537,13830025106
경상남도,창원시,화장품·뷰티업,전월,850,14057851369
경상남도,창원시,화장품·뷰티업,당월,865,15218660733
경상남도,통영시,가전제품유통업,전월,102,872604297
경상남도,통영시,가전제품유통업,당월,104,860509288
경상남도,통영시,건설업,전월,139,939058592
경상남도,통영시,건설업,당월,138,944149424
경상남도,통영시,경비·청소용역업,전월,1135,18807092716
경상남도,통영시,경비·청소용역업,당월,1142,19704016377
경상남도,통영시,광고업,전월,1009,12569672898
경상남도,통영시,광고업,당월,1000,12420821083
경상남도,통영시,광업,전월,46,568903974
경상남도,통영시,광업,당월,45,580555801
경상남도,통영시,교육서비스업,전월,1697,27212735016
경상남도,통영시,교육서비스업,당월,1665,27761219927
경상남도,통영시,금융업,전월,1264,16236860661
경상남도,통영시,금융업,당월,1278,15767518739
경상남도,통영시,노래연습장업,전월,1622,23210021083
경상남도,통영시,노래연습장업,당월,1624,23117011742
경상남도,통영시,농업,전월,622,5798777773
경상남도,통영시,농업,당월,613,5602382794
경상남도,통영시,데이터서비스업,전월,686,1492079005
경상남도,통영시,데이터서비스업,당월,678,1414882710
경상남도,통영시,도소매업,전월,509,8978113297
경상남도,통영시,도소매업,당월,511,8533207487
경상남도,통영시,디자인업,전월,256,3716548518
경상남도,통영시,디자인업,당월,253,3533776667
경상남도,통영시,물류창고업,전월,88,429930696
경상남도,통영시,물류창고업,당월,88,432146215
경상남도,통영시,미용업,전월,583,5863513104
경상남도,통영시,미용업,당월,592,5859855450
경상남도,통영시,법무·회계서비스업,전월,1078,16452245733
경상남도,통영시,법무·회계서비스업,당월,1088,17264656734
경상남도,통영시,병원·의원업,전월,101,873441165
경상남도,통영시,병원·의원업,당월,101,878969713
경상남도,통영시,보건업,전월,1790,6171247189
경상남도,통영시,보건업,당월,1811,6293410285
경상남도,통영시,보험업,전월,960,14892121525
경상남도,통영시,보험업,당월,944,14887635969
경상남도,통영시,부동산업,전월,1046,10612409387
경상남도,통영시,부동산업,당월,1066,10795899352
경상남도,통영시,사회복지서비스업,전월,322,655811375
경상남도,통영시,사회복지서비스업,당월,324,676619529
경상남도,통영시,서비스업,전월,1028,13760100534
경상남도,통영시,서비스업,당월,1009,14420659749
경상남도,통영시,세탁업,전월,136,2040821216
경상남도,통영시,세탁업,당월,137,2031855713
경상남도,통영시,소프트웨어개발업,전월,1471,23515395571
경상남도,통영시,소프트웨어개발업,당월,1447,22949402205
경상남도,통영시,수도·하수·폐기물처리업,전월,1043,2213349427
경상남도,통영시,수도·하수·폐기물처리업,당월,1028,2247208597
경상남도,통영시,숙박업,전월,1411,13580293911
경상남도,통영시,숙박업,당월,1389,12779117985
경상남도,통영시,식품제조업,전월,442,5857658969
경상남도,통영시,식품제조업,당월,439,6289319303
경상남도,통영시,약국업,전월,1700,5843445274
경상남도,통영시,약국업,당월,1729,5898581855
경상남도,통영시,어업,전월,785,2554026828
경상남도,통영시,어업,당월,796,2811201256
경상남도,통영시,여행업,전월,1086,8961385029
경상남도,통영시,여행업,당월,1088,8876850709
경상남도,통영시,연구개발업,전월,606,9485610089
경상남도,통영시,연구개발업,당월,610,10049256984
경상남도,통영시,영상·방송업,전월,437,1827723321
경상남도,통영시,영상·방송업,당월,441,1889874612
경상남도,통영시,예술·스포츠·여가서비스업,전월,91,1040777769
경상남도,통영시,예술·스포츠·여가서비스업,당월,91,1093497739
경상남도,통영시,온라인쇼핑업,전월,997,12360285435
경상남도,통영시,온라인쇼핑업,당월,1004,12002127877
